课程名,学分,主讲教师,上课时间,开课院系,掉课率
设计基础(4),2,夏晓国,1-4(后八周);4-2(后八周),建筑学院,13.34
设计基础(4),2,郭璐,1-4(后八周);4-2(后八周),建筑学院,15.44
城乡社会综合调查研究,1,刘佳燕,5-4(9-12周);5-3(9-12周),建筑学院,14.9
建筑设计(3),3,韦诗誉,2-4(1-6周);5-2(1-6周);2-4(1-6周),建筑学院,19.24
建筑设计(3),3,秦岭,2-4(1-6周);5-2(1-6周);2-4(1-6周),建筑学院,10.95
建筑设计(3),3,单军,2-4(1-6周);5-2(1-6周);2-4(1-6周),建筑学院,11.91
建筑设计(3),3,程晓青,2-4(1-6周);5-2(1-6周);2-4(1-6周),建筑学院,14.72
建筑设计(3),3,王毅,2-4(1-6周);5-2(1-6周);2-4(1-6周),建筑学院,18.38
建筑设计(4),3,韦诗誉,2-4(7-12周);5-2(7-12周),建筑学院,16.02
建筑设计(4),3,秦岭,2-4(7-12周);5-2(7-12周),建筑学院,18.54
建筑设计(4),3,单军,2-4(7-12周);5-2(7-12周),建筑学院,10.99
建筑设计(4),3,程晓青,2-4(7-12周);5-2(7-12周),建筑学院,12.68
建筑设计(4),3,王毅,2-4(7-12周);5-2(7-12周),建筑学院,19.54
城乡生态与环境规划,1,袁琳,3-3(前八周),建筑学院,10.08
建筑研究专题(1),4,张昕,1-4(前八周);4-2(前八周),建筑学院,16.3
建筑研究专题(1),4,刘畅,1-4(前八周);4-2(前八周),建筑学院,19.08
建筑热环境,1,刘念雄,2-2(前八周),建筑系,19.03
建筑光环境,1,张昕,2-2(后八周),建筑系,18.64
外国近现代建筑史纲,2,青锋,2-2(全周),建筑系,19.44
城市规划原理,2,谭纵波,1-4(单周);1-3(单周),建筑系,14.02
建筑美术(5),3,高冬,"5-4(1-6,9-14周);5-3(1-6,9-14周)",建筑系,11.54
建筑数学,2,张弘,1-2(全周),建筑系,12.64
城市设计概论,1,王辉,3-3(前八周),建筑系,19.0
CAAD方法,1,黄蔚欣,3-2(前八周),建筑系,14.81
钢结构(1),3,石永久,5-2(全周),土木系,15.4
绿色交通系统,2,李萌,1-6(全周),土木系,18.09
钢结构(1)(英),3,班慧勇,5-2(全周),土木系,11.42
钢筋混凝土,3,杨军,5-2(全周),土木系,15.47
地震工程和动力学基础,1,纪晓东,1-3(前八周),土木系,15.3
测量学,1,刘钊,5-1(前八周),土木系,12.74
测量学,1,赵红蕊,2-1(前八周),土木系,12.58
测量学,1,刘钊,5-3(前八周),土木系,36.04
测量学,1,赵红蕊,2-3(前八周),土木系,10.27
数学建模和数据分析,2,顾辰,1-6(全周),土木系,19.12
计算力学基础,4,邢沁妍,3-3(全周);1-4(全周),土木系,12.68
工程项目管理,2,陈嘉宇,1-1(全周),土木系,11.24
结构动力学,2,潘坚文,2-1(全周),水利系,17.98
基础工程,2,介玉新,2-3(全周),水利系,19.23
基础工程,2,徐明,2-3(全周),水利系,41.86
基础工程(英),2,程晓辉,2-3(全周),水利系,14.21
海岛开发与保护,2,潘坚文,2-6(全周),水利系,40.52
海洋气象水文学,3,倪广恒,1-2(全周),水利系,32.04
流体力学,3,牛小静,4-2(全周),水利系,36.93
城市与水,2,李丹勋,4-1(全周),水利系,17.33
土力学,3,张丙印,1-2(全周),水利系,13.29
土力学,3,胡黎明,1-2(全周),水利系,32.21
水文学原理与应用,3,杨汉波,3-2(全周),水利系,19.75
流域生态水文学,2,杨雨亭,3-3(全周),水利系,16.05
海洋环境学,2,刘昭伟,3-3(全周),水利系,17.08
生态水工学,2,刘耀儒,1-1(全周),水利系,18.07
流体力学(英),3,朱德军,4-2(全周),水利系,14.18
流体力学,4,李玲,3-3(全周);5-2(全周),水利系,17.48
环境监测,3,黄俊,4-2(全周),环境学院,12.59
环境经济学,2,王灿,4-1(全周),环境学院,10.19
环境毒理与健康,2,周小红,3-6(全周),环境学院,13.7
环境科学与工程导论,2,刘会娟,1-3(后八周),环境学院,16.6
环境科学与工程导论,2,兰华春,1-3(后八周),环境学院,12.56
机械系统微机控制,3,袁朝龙,5-2(2-16周);5-2(1周),机械系,40.88
机械系统微机控制,3,韩赞东,3-4(全周);3-3(全周),机械系,12.99
测试与检测技术基础,3,都东,4-2(全周),机械系,16.58
测试与检测技术基础,3,韩赞东,1-4(全周);1-3(全周),机械系,13.19
设计与制造基础实践,4,李勇,1-1(全周);1-2(全周),机械系,37.07
制造工程基础A,3,张建富,1-2(全周),机械系,18.11
制造工程基础A,3,关立文,1-2(全周),机械系,30.22
制造工程基础A,3,赵慧婵,1-2(全周),机械系,32.15
材料加工(1),3,赵海燕,2-2(全周),机械系,30.83
材料加工(1),3,邹贵生,2-2(全周),机械系,39.85
材料加工(1),3,吕志刚,2-2(全周),机械系,41.98
材料加工(1),3,吴爱萍,2-2(全周),机械系,46.5
微纳米工程材料,3,赵乾,5-4(1-12周);5-3(1-12周),机械系,10.42
设计与制造(2),4,吴丹,3-1(全周);1-2(全周),机械系,12.16
设计与制造(2),4,冯平法,3-1(全周);1-2(全周),机械系,18.76
产品工程化设计实践,4,刘莹,1-6(后八周),机械系,45.92
工程图学与设计基础,4,牟鹏,5-2(全周);2-2(全周),机械系,34.37
工程图学与设计基础,4,牟鹏,5-2(全周);2-2(全周),机械系,40.76
工程图学与设计基础,4,牟鹏,5-2(全周);2-2(全周),机械系,46.03
工程图学与设计基础,4,牟鹏,5-2(全周);2-2(全周),机械系,10.06
机电测试与智能控制,4,胡楚雄,2-4(全周);2-3(全周),机械系,19.38
控制工程基础,3,陈志勇,5-3(1-13周);5-4(1-13周),精仪系,12.34
微机电系统设计,3,王鹏,5-2(全周),精仪系,13.99
光学工程基础(2),3,孙利群,2-4(全周);2-3(全周),精仪系,11.12
计算机控制技术,2,朱荣,3-1(全周),精仪系,10.53
光电子技术,3,柳强,1-2(全周),精仪系,15.59
光电检测技术,3,李岩,5-4(全周);5-3(全周),精仪系,16.67
微纳米测量与测试技术,3,杨建中,2-2(全周),精仪系,14.73
光纤技术,2,闫平,1-4(全周),精仪系,10.91
有机化学与生物化学,3,张文鹏,2-4(全周);2-3(全周),精仪系,36.54
有机化学与生物化学,3,赵凌云,2-4(全周);2-3(全周),精仪系,33.58
燃烧理论,3,李水清,2-2(全周),能动系,17.08
流体力学(英),4,孙超,3-3(全周);5-2(全周),能动系,17.42
能源动力系统测量与仪器(英),3,超星,1-2(全周),能动系,13.38
科学计算导论(英),2,VALIEV…,5-2(全周),能动系,12.57
流体力学,3,刘树红,1-3(全周);3-2(单周),能动系,16.89
流体力学,3,王兴建,4-2(单周);2-2(全周),能动系,32.59
能源化学,2,李振山,5-4(全周),能动系,17.18
热力设备传热与流体动力学,3,周会,4-2(全周),能动系,46.49
能源化学,3,李振山,1-2(全周),能动系,18.93
能源物理,3,XIONG…,3-4(全周);3-3(全周),能动系,12.56
汽车工程概论,1,李哲,4-3(双周),车辆学院,17.83
测试与检测技术基础,3,李一兵,4-2(全周),车辆学院,15.5
色彩基础,3,王波,"5-4(1-4,11,13-14,16周)",车辆学院,17.64
汽车工程学基础,3,金达锋,1-2(全周),车辆学院,12.34
汽车理论,3,李克强,3-1(双周);1-4(全周),车辆学院,12.66
汽车理论,3,李亮,5-2(全周),车辆学院,42.34
立体设计表达,4,周力辉,1-6(双周);1-4(双周);1-4(双周),车辆学院,15.54
有限元分析基础,2,危银涛,1-1(全周),车辆学院,19.8
汽车造型创意设计,4,王波,"3-6(1-4,11,13-14,16-18周)",车辆学院,17.91
振动分析基础,3,侯之超,2-2(全周),车辆学院,37.14
Matlab建模仿真技术,2,徐梁飞,4-1(全周),车辆学院,12.76
汽车动力系统原理,4,王志,3-2(全周);4-1(全周),车辆学院,12.2
汽车理论,4,田光宇,6-2(双周);5-2(全周),车辆学院,42.42
运筹学(1)(确定性方法),3,邓天虎,1-2(全周),工业工程系,12.27
运筹学(3)(决策方法学),2,赵磊,3-3(全周),工业工程系,13.55
运筹学(2)(应用随机模型),2,赵晓波,3-4(全周),工业工程系,11.8
数据库原理,2,王朝坤,1-4(全周),工业工程系,18.99
应用统计与数据分析,3,王琛,4-2(全周),工业工程系,16.88
人因工程,4,张伟,5-3(全周);3-6(全周),工业工程系,14.82
工业与系统工程,3,郑力,2-4(双周);5-2(全周),工业工程系,14.83
高电压工程,3,梁曦东,5-2(全周),电机系,18.48
高电压工程,3,周远翔,5-2(全周),电机系,18.88
电机学,4,孙旭东,1-4(全周);4-2(全周),电机系,11.04
面向对象程序设计,2,陈颖,2-4(全周),电机系,15.53
电机学(英),4,张品佳,1-4(全周);4-2(全周),电机系,14.88
电力系统分析与控制,2,程林,5-4(全周),电机系,36.84
电力系统分析与控制,2,鲁宗相,5-4(全周),电机系,49.35
电力系统分析与控制,2,郭庆来,5-4(全周),电机系,43.43
电力系统分析与控制,2,胡泽春,5-4(全周),电机系,30.79
电力系统分析与控制,2,张宁,5-4(全周),电机系,46.99
电力电子设计与控制,2,孙凯,3-2(全周),电机系,38.32
电力电子设计与控制,2,肖曦,3-2(全周),电机系,15.27
电力电子设计与控制,2,姬世奇,3-2(全周),电机系,19.03
计算机与网络技术,3,宋强,1-4(全周),电机系,17.81
计算机与网络技术,3,胡军,2-2(全周),电机系,16.7
高电压工程(英),3,梁曦东,4-2(全周),电机系,11.55
电动力学,4,孙长征,5-2(全周);2-1(全周),电子系,10.73
信号与系统,4,姚铮,3-2(全周);5-1(全周),电子系,14.28
信号与系统,4,谷源涛,3-2(全周);5-1(全周),电子系,14.9
信号与系统,4,匡麟玲,3-2(全周);5-1(全周),电子系,12.05
计算机图形基础,2,张利,3-4(全周),电子系,10.88
天线原理,2,李越,5-3(全周),电子系,39.58
电磁场与波,3,张志军,2-1(单周);5-2(全周),电子系,15.72
电磁场与波,3,薛晓晓,5-2(全周),电子系,38.32
电磁场与波,3,刘仿,5-2(全周),电子系,44.68
通信电路,3,李国林,1-4(全周);1-3(全周),电子系,16.03
通信电路实验,1,皇甫丽英,(全周),电子系,10.21
计算机网络技术与实践,3,李勇,4-6(全周),电子系,11.15
信号与系统(英),4,秦志金,3-2(全周);5-1(全周),电子系,15.31
计算机程序设计基础(2),3,黄永峰,2-3(全周),电子系,13.02
计算机程序设计基础(2),3,孙甲松,2-3(全周),电子系,17.9
计算机程序设计基础(2),3,杨昉,2-3(全周),电子系,10.27
数字图像处理,3,王贵锦,3-2(全周),电子系,16.39
数字图像处理,3,王生进,3-2(全周),电子系,45.51
概率论与随机过程(1),2,张颢,2-2(全周),电子系,13.74
概率论与随机过程(1),2,欧智坚,2-2(全周),电子系,19.95
固体物理基础,3,黄翊东,2-2(全周),电子系,39.02
固体物理基础,3,冯雪,2-2(全周),电子系,16.11
固体物理基础,3,汪莱,2-2(全周),电子系,33.15
固体物理基础,3,熊兵,2-2(全周),电子系,49.03
概率论与随机过程(2),3,殷柳国,3-2(全周),电子系,12.48
数字逻辑与处理器基础,3,李学清,1-2(全周),电子系,19.62
数字逻辑与处理器基础,3,马洪兵,1-2(全周),电子系,19.67
数字逻辑与处理器基础,3,杨华中,1-6(全周),电子系,49.56
电子电路与系统基础(1),2,李国林,2-2(全周),电子系,33.72
电子电路与系统基础(1),2,李国林,5-2(全周),电子系,33.49
电子电路与系统基础(1),2,李国林,3-6(全周),电子系,10.93
电子电路与系统基础(1),2,蒋琛,5-2(全周),电子系,17.91
电子电路与系统基础(2),2,蒋琛,4-6(全周),电子系,10.94
电子电路与系统基础(2),2,杨帆,1-4(全周),电子系,12.31
数字逻辑与处理器基础实验,2,王锐,(全周),电子系,19.05
数字逻辑与处理器基础实验,2,张超,(全周),电子系,18.02
操作系统,3,马洪兵,2-6(全周),电子系,14.18
数字系统设计,3,贾弘洋,2-4(全周);2-3(全周),电子系,10.62
信息光电子学基础,3,霍力,3-4(全周);3-3(全周),电子系,16.41
统计信号处理基础,3,杨健,1-2(全周),电子系,15.96
统计信号处理基础,3,李洪,1-2(全周),电子系,19.19
电子信息科学与技术导引(1),1,李懋坤,1-6(2-13周),电子系,17.2
通信信号处理,3,王昭诚,1-2(全周),电子系,11.93
概率论与随机过程(1)(英),2,沈渊,2-2(全周),电子系,39.73
通信与网络(英),4,周盛,1-6(全周),电子系,15.86
电磁场与波(英),3,马骋,5-2(全周),电子系,47.23
电子信息科学技术探索与实践(1),2,邓舒文,(全周),电子系,41.28
电子信息科学技术探索与实践(1),2,杜军,(全周),电子系,10.06
电子信息科学技术探索与实践(1),2,王贵锦,(全周),电子系,13.92
电子信息科学技术探索与实践(1),2,薛晓晓,(全周),电子系,15.33
电子信息科学技术探索与实践(2),2,贾弘洋,(全周),电子系,12.49
电子信息科学技术探索与实践(2),2,孙智,(全周),电子系,15.19
电子信息科学技术探索与实践(2),2,姚权铭,(全周),电子系,12.17
电子信息科学技术探索与实践(2),2,盛兴,(全周),电子系,16.33
电子电路与系统基础,4,张沕琳,5-2(全周);2-2(全周),电子系,11.48
计算机程序设计基础(2)(英),3,林星,2-3(全周),电子系,16.54
人工智能导论,2,王宏宁,1-4(全周),计算机系,82.5
人工智能导论,2,艾清遥,3-3(全周),计算机系,10.41
软件工程,3,裴丹,2-2(全周),计算机系,49.67
软件工程,3,李丹,2-2(全周),计算机系,31.97
高性能计算导论,2,翟季冬,2-4(全周),计算机系,15.46
操作系统,3,陈渝,1-2(全周),计算机系,38.51
操作系统,3,李国良,1-2(全周),计算机系,34.88
操作系统,3,任炬,1-2(全周),计算机系,41.53
数字逻辑电路,3,赵有健,1-2(全周),计算机系,12.63
数字逻辑设计,3,赵有健,2-4(1-10周);2-3(1-10周),计算机系,41.81
数据库专题训练,2,李国良,5-3(1-16周),计算机系,32.46
面向对象程序设计基础,2,刘知远,1-1(全周),计算机系,31.17
面向对象程序设计基础,2,黄民烈,1-1(全周),计算机系,12.19
面向对象程序设计基础,2,任炬,2-3(全周),计算机系,15.45
数字逻辑实验,1,全成斌,5-1(全周),计算机系,16.36
数字逻辑实验,1,全成斌,5-3(全周),计算机系,48.19
数字逻辑实验,1,全成斌,5-4(全周),计算机系,16.45
网络空间安全导论,3,李琦,2-2(全周),计算机系,10.21
网络空间安全导论,3,徐恪,1-6(全周),计算机系,38.28
面向计算机科学的离散数学,4,黄民烈,2-2(全周);4-1(全周),计算机系,10.73
计算机语言与程序设计,3,索津莉,1-4(全周);1-3(全周),自动化系,18.65
计算机网络及应用,3,贾庆山,3-2(全周),自动化系,17.63
模拟电子技术基础B,4,叶朝辉,5-3(全周);2-2(全周),自动化系,12.72
模式识别与机器学习,3,黄高,2-2(全周),自动化系,16.6
计算机原理与系统,4,范静涛,5-4(全周);3-1(全周),自动化系,18.9
自动控制理论(1),4,周彤,2-4(全周);5-1(2-16周);3-4(1-15周),自动化系,17.19
智能机器人,3,张涛,3-2(全周),自动化系,49.11
模式识别与机器学习,2,汪小我,1-4(全周),自动化系,18.55
自动控制理论(2),2,吴热冰,2-1(全周),自动化系,10.44
电子技术基础(机械),4,王红,3-3(全周);1-2(全周),自动化系,17.88
数字集成电路与系统,3,刘雷波,2-6(全周),集成电路学院,17.19
电子电路与系统基础实验(1),1,丁沭沂,(全周);3-6(全周),集成电路学院,15.13
电子电路与系统基础(1),2,邓伟,4-2(全周),集成电路学院,17.98
集成电路基础-器件物理,3,王燕,1-2(全周),集成电路学院,11.87
飞行器结构力学,3,向志海,1-4(全周);1-3(全周),航院,42.59
飞行器结构力学,3,郑钢铁,1-4(全周);1-3(全周),航院,30.18
热物理量测技术,3,马维刚,1-4(全周);1-3(全周),航院,17.84
飞行动力学与飞行控制,3,杜建镔,4-2(全周),航院,16.52
有限元法基础,4,张雄,3-4(全周);5-1(全周),航院,12.91
计算流体力学基础,3,任玉新,4-6(全周),航院,40.83
飞机制作实践,3,葛东云,2-2(全周),航院,18.58
热工基础,3,陈群,5-2(全周),航院,10.15
开放创新挑战研究,8,徐芦平,(全周),航院,14.89
固体力学基础,5,李博,4-2(全周);1-2(全周),航院,11.76
航电理论基础,2,张超,5-2(全周),航院,37.32
计算力学基础,4,向志海,3-1(全周);1-6(全周),航院,14.51
实验力学,4,李喜德,3-2(全周);5-3(全周),航院,16.04
工程实验科学及设计,2,郑丽丽,3-4(全周),航院,12.64
宇航医学工程,3,姜长青,2-4(全周);2-3(全周),航院,17.21
飞行动力学与飞行控制,4,王浩文,5-1(全周);1-2(全周),航院,18.85
交叉创新挑战性问题,3,何枫,4-2(全周),航院,45.23
工程科学计算,3,刘岩,3-6(全周),航院,12.93
核辐射物理及探测学,4,张智,2-3(全周);4-2(全周),工物系,18.79
核辐射物理及探测学,4,杨祎罡,2-3(全周);4-2(全周),工物系,45.43
专业基础实验(1),2,倪建平,(全周),工物系,35.66
专业基础实验(1),2,倪建平,(全周),工物系,10.53
专业基础实验(1),2,倪建平,(全周),工物系,32.51
专业基础实验(1),2,倪建平,(全周),工物系,17.59
公共安全科学概论,2,申世飞,5-3(全周),工物系,19.04
粒子探测器原理及技术(上),2,王义,5-4(全周),工物系,11.99
工程物理概论,1,王学武,4-1(前八周),工物系,11.14
核燃料与核材料,2,周明胜,1-1(全周),工物系,18.35
核燃料与核材料,2,姜东君,1-1(全周),工物系,43.18
化学工程基础,4,吕阳成,3-1(全周);1-3(全周),化工系,12.32
生物化工基础,2,赵雪冰,3-3(全周),化工系,12.54
高分子物理实验,2,徐军,(1-10周),化工系,12.43
高分子物理实验,2,徐军,(1-10周),化工系,11.79
聚合物成型加工,3,徐军,5-2(全周),化工系,14.25
高分子材料仪器分析,3,和亚宁,1-2(全周),化工系,17.27
化工系统工程基础,3,袁志宏,2-2(全周),化工系,14.62
化工系统工程基础,3,邱彤,2-2(全周),化工系,14.87
化工原理(1),1,余立新,2-1(单周),化工系,11.53
化工原理(2),2,王凯,1-3(全周),化工系,13.16
分子生物学,2,李春,2-1(全周),化工系,13.35
反应工程基础,3,程易,1-2(全周),化工系,17.47
反应工程基础,3,王铁峰,1-2(全周),化工系,48.69
反应工程基础,3,颜彬航,1-2(全周),化工系,19.39
材料科学基础(2),4,刘光华,2-2(全周);4-2(全周),材料学院,12.72
材料科学基础(2),4,冉锐,2-2(全周);4-2(全周),材料学院,37.74
固体物理学,2,符汪洋,1-1(全周),材料学院,48.05
材料科学与工程基础,4,宋成,3-4(全周);1-4(全周),材料学院,14.26
高等微积分(2),5,艾颖华,3-3(全周);5-2(全周),数学教学中心,18.17
高等微积分(2),5,郑建华,3-3(全周);5-2(全周),数学教学中心,19.24
高等微积分(2),5,邹文明,3-2(全周);5-1(全周),数学教学中心,17.64
高等微积分(2),5,郭玉霞,3-2(全周);5-1(全周),数学教学中心,48.1
测度与积分,4,李宇翔,1-4(全周);4-1(全周),数学系,17.96
测度与积分,4,徐国义,1-4(全周);4-1(全周),数学系,17.53
复分析,4,刘思齐,3-1(全周);1-3(全周),数学系,14.16
复分析,4,张广远,3-1(全周);1-3(全周),数学系,17.02
